,0,1,2,3,4,5,6,7,8,9,10,11
124,125,LKN 153,Uttar Pradesh,2001-02,Varanasi,Ganesh Preservation Pvt. Ltd.,Varanasi,0.0,49.4,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05136.83MT
125,126,LKN 030,Uttar Pradesh,2001-02,Firozabad,H L Jain Ice and Cold storage Pvt. Ltd.,Firozabad,0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE010049.20MT
126,127,LKN 174,Uttar Pradesh,2001-02,Moradabad,Sahu khan Chand Cold Storage & All Ind,Moradabad,0.0,17.27,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03842.00MT
127,128,LKN 178,Uttar Pradesh,2001-02,Firozabad,Chaumukhi and Kaila Cold Storage (P) Ltd.,Firozabad,0.0,15.55,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02872.12MT
128,129,LKN 175,Uttar Pradesh,2001-02,Firozabad,Gunjan Ice & Cold Storage,Firozabad,0.0,43.73,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE010175.60MT
129,130,LKN 173,Uttar Pradesh,2001-02,Firozabad,Maa Kaila Devi Ice & Cold Storage,Firozabad,0.0,30.16,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE07214.10MT
130,131,LKN 160,Uttar Pradesh,2001-02,Ghazipur,Mahadeo Udyog,Ghazipur,0.0,1.26,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE0275.00MT
131,132,LKN 176,Uttar Pradesh,2001-02,Allahabad,Raj Kr Sharad Kr-II,Allahabad,0.0,14.7,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05036.29MT
132,133,LKN 136,Uttar Pradesh,2001-02,Muzaffarnagar,Taneja Cold Storage,Muzaffarnagar,0.0,40.09,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE09161.70MT
133,134,LKN 180,Uttar Pradesh,2001-02,Lucknow,Sanatan Cold Storage (P) Ltd.,Lucknow,0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE013194.00MT
134,135,LKN 100,Uttar Pradesh,2001-02,Hathras,K R Ice and Cold stoarge,Hathras,0.0,33.82,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE07993.50MT
